date,portfolio,benchmark
2015-06-01,1.1292844097542802,1.0260081624720632
2015-06-02,1.131602485480653,1.0249732776212226
2015-06-03,1.1395759617599934,1.0271450782236908
2015-06-04,1.1284005505012107,1.0182878243125064
2015-06-05,1.133161801706701,1.0168253814012247
2015-06-08,1.1238947542739888,1.0102419589932956
2015-06-09,1.1197573352749977,1.0106646584394137
2015-06-10,1.128571390381271,1.022835487319017
2015-06-11,1.1315650284348784,1.0246137401613067
2015-06-12,1.1305328514158481,1.017447284034594
2015-06-15,1.1312004612709716,1.0127441453697412
2015-06-16,1.139438564514773,1.0185064619570507
2015-06-17,1.140044549685922,1.0205227869011766
2015-06-18,1.1499160292897135,1.0306287046934222
2015-06-19,1.1516650719281627,1.0251627635798277
2015-06-22,1.1586505544610988,1.0314109415994566
2015-06-23,1.1596116659491114,1.0320668545330878
2015-06-24,1.150371817299368,1.024477698960257
2015-06-25,1.1516093761577735,1.021431347779614
2015-06-26,1.1443543928185624,1.0210329414051118
2015-06-29,1.1216565950307238,0.9997279175979017
2015-06-30,1.1279291753941951,1.0023855796326895
2015-07-01,1.1221754309335876,1.0093382567291815
2015-07-02,1.117969274489663,1.0090273054124972
2015-07-06,1.113460980281968,1.0051306967252946
2015-07-07,1.1175623256494174,1.011242833543874
2015-07-08,1.1025596659219645,0.9944028762996799
2015-07-09,1.1119425890175083,0.9966524147313193
2015-07-10,1.1211486131430468,1.008949567583326
2015-07-13,1.1290863757683833,1.020114663298028
2015-07-14,1.1365124187451876,1.0246574676902152
2015-07-15,1.1285780147473707,1.02390438247012
2015-07-16,1.1319951191194126,1.0321105820619962
2015-07-17,1.1256886004559206,1.033252356427947
2015-07-20,1.1175416407448195,1.034049169176951
2015-07-21,1.1152992951490754,1.0296424059858131
2015-07-22,1.1140619761297412,1.0271839471382764
2015-07-23,1.111763200332374,1.0213536099504423
2015-07-24,1.0952244713931596,1.0104217277232534
2015-07-27,1.0803040595912319,1.0045865319210963
2015-07-28,1.0946061350208742,1.0170294432027989
2015-07-29,1.1053847219219037,1.0244728403459338
2015-07-30,1.103237002822257,1.024501992031873
2015-07-31,1.1055806789191107,1.0221747157710626
2015-08-03,1.0953399515502267,1.0193567194636093
2015-08-04,1.095135939214257,1.0170634535030614
2015-08-05,1.0986959564291034,1.0202312700417846
2015-08-06,1.1000601305662154,1.012321445923623
2015-08-07,1.0951022713532914,1.0094111359440292
2015-08-10,1.1136799575192586,1.022339908658051
2015-08-11,1.1061658761942093,1.0125692352541058
2015-08-12,1.1100733180633537,1.0135312408900985
2015-08-13,1.1069117402190678,1.0122388494801284
2015-08-14,1.1098387656132005,1.0161986201535322
2015-08-17,1.12483896327514,1.021494509765815
2015-08-18,1.1210794090675393,1.0188125546594113
2015-08-19,1.1128796950025899,1.0104022932659609
2015-08-20,1.085466928997557,0.989082693615781
2015-08-21,1.0652641001741572,0.9575794383441846
2015-08-24,1.025140000648765,0.9198377222816057
2015-08-25,1.0160599700042636,0.9073996696142262
2015-08-26,1.0372772623656983,0.9428189680303182
2015-08-27,1.0701464375965968,0.9657273345641828
2015-08-28,1.079091161954926,0.9663152268972893
2015-08-31,1.0749872017125142,0.9582061995918769
2015-09-01,1.046587217469333,0.9298659022446802
2015-09-02,1.0605275382310424,0.946875910990186
2015-09-03,1.0615299749891087,0.9479788164415514
2015-09-04,1.0519874492038086,0.933446701000875
2015-09-08,1.0711119480026587,0.9568603634243519
2015-09-09,1.058420644956905,0.943562336021767
2015-09-10,1.0593904938948673,0.948542415703042
2015-09-11,1.0633634080220915,0.9527985618501609
2015-09-14,1.059581131448992,0.9489019531629586
2015-09-15,1.0752951485434896,0.9610776406568852
2015-09-16,1.0909750569630694,0.969444174521427
2015-09-17,1.0969801664932144,0.9669614226022744
2015-09-18,1.0802526441615758,0.951331260324556
2015-09-21,1.078827986492267,0.9556748615294924
2015-09-22,1.0593346158038905,0.9439024390243909
2015-09-23,1.0518596482532012,0.9419687105237593
2015-09-24,1.0446667674383727,0.9388008939850362
2015-09-25,1.0314176563183035,0.9383636186959486
2015-09-28,0.9920202728315543,0.914279467495871
2015-09-29,0.9874379241984407,0.9154066660188521
2015-09-30,1.0120676494070264,0.932868525896415
2015-10-01,1.0157380366193371,0.9347099407249059
2015-10-02,1.040388909380209,0.948090564570985
2015-10-05,1.0609915665306309,0.9654309590904679
2015-10-06,1.0559625317976216,0.96196676707803
2015-10-07,1.066965737003475,0.9696968224662332
2015-10-08,1.075416213184985,0.9782479836750565
2015-10-09,1.0837566344908713,0.978957341366243
2015-10-12,1.0794825219150466,0.9802060052473041
2015-10-13,1.0665182788258651,0.9735156933242645
2015-10-14,1.06256211812407,0.9689243027888451
2015-10-15,1.0778493866261227,0.9833155184141487
2015-10-16,1.0815823791307728,0.987809736663104
2015-10-19,1.0774874430401173,0.9880769604508798
2015-10-20,1.0701566829649822,0.9866728209114763
2015-10-21,1.0527480110975,0.9809250801671368
2015-10-22,1.057771207212611,0.9972354484501025
2015-10-23,1.072579824710287,1.008235351277816
2015-10-26,1.0664414102518245,1.0063064813915075
2015-10-27,1.0531336348081102,1.0037362744145373
2015-10-28,1.0760450158307768,1.0156204450490722
2015-10-29,1.0744376595196021,1.0151637353026919
2015-10-30,1.0795206201058019,1.010280827907881
2015-11-02,1.0982049688959143,1.0222767466718494
2015-11-03,1.0974534139920211,1.025065591293363
2015-11-04,1.0939674385805396,1.021431347779613
2015-11-05,1.0939216641387215,1.0202749975706926
2015-11-06,1.0975316875203212,1.0199203187250994
2015-11-09,1.0874900232656868,1.0099018559906712
2015-11-10,1.092069781613156,1.0114274608881542
2015-11-11,1.0779145457958494,1.0081624720629672
2015-11-12,1.0608871486389295,0.994057914682732
2015-11-13,1.0507666564176994,0.9829171120396457
2015-11-16,1.0641369763865423,0.9975658342240786
2015-11-17,1.059679268813066,0.9962297152852
2015-11-18,1.0783865961354668,1.0123311631522682
2015-11-19,1.0755177082707297,1.0111942474006406
2015-11-20,1.0793596345728087,1.0150471285589344
2015-11-23,1.0854935376898707,1.0137936060635502
2015-11-24,1.0978381924530123,1.0150325527159647
2015-11-25,1.1065921731273634,1.0149013701292384
2015-11-27,1.109201856175766,1.0155038383053148
2015-11-30,1.102154096990132,1.0107909824118155
2015-12-01,1.1078022352803818,1.0215868234379548
2015-12-02,1.0969395787289673,1.010353707122728
2015-12-03,1.0791117485858797,0.9958313089106979
2015-12-04,1.0897007323274415,1.0162714993683795
2015-12-07,1.0729994722881657,1.0091682052278683
2015-12-08,1.0708598555937947,1.0026187931202015
2015-12-09,1.0623150702467437,0.994859586046059
2015-12-10,1.0673765934945785,0.9970994072490519
2015-12-11,1.044220109170725,0.9777329705567964
2015-12-14,1.0354497631170994,0.9823826644640942
2015-12-15,1.0474040542002454,0.9928141094159938
2015-12-16,1.0630646356369668,1.0072247594985904
2015-12-17,1.0512638114391704,0.9920756000388682
2015-12-18,1.0368821828869392,0.9744193955883774
2015-12-21,1.0411911816336132,0.9819988339325618
2015-12-22,1.0556471750645366,0.9906568846564953
2015-12-23,1.0822022616672122,1.002958896122825
2015-12-24,1.0820957172870858,1.0013555533961707
2015-12-28,1.0753610964940006,0.9991740355650561
2015-12-29,1.0861239665663003,1.0097949664755606
2015-12-30,1.072784976854675,1.002507044990768
2015-12-31,1.0659989593982269,0.9930716159751233
2016-01-04,1.0518986136191932,0.9778738703721692
2016-01-05,1.0472320671769058,0.9798416091730633
2016-01-06,1.0283239626156664,0.9669905742882124
2016-01-07,1.006974641247202,0.9440724905257015
2016-01-08,0.9920665995266477,0.9338402487610528
2016-01-11,0.9839472584715163,0.9346370615100568
2016-01-12,0.9849300943680709,0.9419298416091726
2016-01-13,0.9537295055099848,0.9184141482849086
2016-01-14,0.9674425483078126,0.9337479350889121
2016-01-15,0.9536822457599397,0.9135798270333296
2016-01-19,0.939711195651447,0.9140656884656492
2016-01-20,0.9452303228622644,0.9033767369546201
2016-01-21,0.9500376849548576,0.9080701583908266
2016-01-22,0.9787371284941139,0.926489165290059
2016-01-25,0.9544169308698273,0.9120007773782913
2016-01-26,0.9691677045694225,0.9249003984063743
2016-01-27,0.9553246183275668,0.914852783986007
2016-01-28,0.9531090994464002,0.9199106014964529
2016-01-29,0.9947186619312827,0.9426877854435912
2016-02-01,0.9995318640126072,0.9422699446117965
2016-02-02,0.9775021478765806,0.9246088815469825
2016-02-03,0.9895052178321998,0.9292245651540179
2016-02-04,0.997075066182439,0.9306432805363908
2016-02-05,0.9670264781522159,0.9134437858322804
2016-02-08,0.9429679858149572,0.9005150131182584
2016-02-09,0.9374844092130629,0.8999174035565054
2016-02-10,0.9422137047264385,0.8997473520551935
2016-02-11,0.9315038783525851,0.8886794286269553
2016-02-12,0.9469824759762104,0.9060246817607615
2016-02-16,0.9695928620855669,0.920989213876202
2016-02-17,0.9997362462471174,0.9361675250218633
2016-02-18,0.9930921621863532,0.931799630745311
2016-02-19,0.9964588353963443,0.931775337673695
2016-02-22,1.0125843132550156,0.9452434165775917
2016-02-23,1.0024346440545013,0.9334709940724901
2016-02-24,1.0177854021089883,0.9376153920901755
2016-02-25,1.0250206236995059,0.9482557574579727
2016-02-26,1.041068153721503,0.9464823632300065
2016-02-29,1.041526415376594,0.938796035370712
2016-03-01,1.0621444883056694,0.9612039646292874
2016-03-02,1.0828175030604887,0.9651394422310754
2016-03-03,1.0917401951663548,0.9685161791856961
2016-03-04,1.102554283628188,0.9717180060246815
2016-03-07,1.1134914726882408,0.972577980759887
2016-03-08,1.0871504494750994,0.9616460985326981
2016-03-09,1.0960372912903908,0.966504712855893
2016-03-10,1.0932576662919056,0.966655329899912
2016-03-11,1.1100968677042593,0.9825041298221742
2016-03-14,1.1089736949028692,0.9812651831697594
2016-03-15,1.0955092118399394,0.979462637255854
2016-03-16,1.1060709330836795,0.9849480128267412
2016-03-17,1.1161533348144548,0.9914439801768529
2016-03-18,1.1197230526372548,0.9958118744534052
2016-03-21,1.1167705469059932,0.9967933145466906
2016-03-22,1.1248623220861547,0.9959187639685156
2016-03-23,1.1031617250876302,0.9895588378194533
2016-03-24,1.1052256790564137,0.9891847245165672
2016-03-28,1.1010993043716029,0.9897240307064419
2016-03-29,1.1205409862031699,0.9984501020309003
2016-03-30,1.1212271756907588,1.0027937032358365
2016-03-31,1.1275300573527534,1.0007482266057715
2016-04-01,1.132113550783902,1.007083859683218
2016-04-04,1.1243715034873623,1.0038528811582932
2016-04-05,1.1156985594241846,0.9936692255368764
2016-04-06,1.137909200374719,1.0041103877174224
2016-04-07,1.1284543694592195,0.9920853172675149
2016-04-08,1.1351665074339663,0.9948498688174129
2016-04-11,1.1253340567067907,0.9921241861821005
2016-04-12,1.1320477713688166,1.0017102322417641
2016-04-13,1.1491112489420114,1.011767563890778
2016-04-14,1.1459561974490309,1.011942474006413
2016-04-15,1.1547884301020184,1.010946458070158
2016-04-18,1.1625346326324582,1.0175590321640264
2016-04-19,1.1701598399516993,1.0206976970168102
2016-04-20,1.1766130309882286,1.0214750753085213
2016-04-21,1.1693273831845934,1.0161694684675924
2016-04-22,1.1787838506881554,1.0162180546108244
2016-04-25,1.1715457201405248,1.0143766397823335
2016-04-26,1.1825716811824227,1.0162763579827025
2016-04-27,1.1899013101865228,1.017952579924205
2016-04-28,1.1766734350253014,1.0085560198231458
2016-04-29,1.1676952900534572,1.003449616169468
2016-05-02,1.1728402506760045,1.0112865610727815
2016-05-03,1.1607236995994268,1.0025119036050913
2016-05-04,1.1560148679088538,0.9965601010591775
2016-05-05,1.150895731305309,0.9963220289573411
2016-05-06,1.1582065034119189,0.999484986881741
2016-05-09,1.161254940915192,1.0002380721018362
2016-05-10,1.176881166839959,1.0127247109124473
2016-05-11,1.1597526339005746,1.0030414925663198
2016-05-12,1.1573610827404874,1.002871441065008
2016-05-13,1.1499275980457815,0.9943688659994165
2016-05-16,1.1581474569405694,1.0041103877174224
2016-05-17,1.1506963882245567,0.9946603828588083
2016-05-18,1.1457257709160737,0.9948644446603826
2016-05-19,1.1406416311622805,0.9911767563890775
2016-05-20,1.1571777881875351,0.9971431347779612
2016-05-23,1.1543075618353948,0.9950636478476337
2016-05-24,1.1699871518280287,1.0086774851812261
2016-05-25,1.175662441953818,1.0157127587212127
2016-05-26,1.1767703909241567,1.0154989796909921
2016-05-27,1.1871559353060137,1.019852298124575
2016-05-31,1.1895194177164605,1.0188271305023808
2016-06-01,1.2018695383534574,1.0199834807113015
2016-06-02,1.2097494121104457,1.0228646390049565
2016-06-03,1.2084144311818787,1.019886308424838
2016-06-06,1.2190334354415528,1.0248809639490823
2016-06-07,1.224875546118535,1.0262025070449916
2016-06-08,1.2302191966779032,1.029598678456905
2016-06-09,1.2284194854042383,1.027830142843262
2016-06-10,1.2097897268919011,1.0183995724419406
2016-06-13,1.196223204572278,1.0101350694781857
2016-06-14,1.196890768955637,1.008317947721311
2016-06-15,1.201731901815115,1.0064619570498503
2016-06-16,1.1990882102132001,1.0096151977456038
2016-06-17,1.1951477944221955,1.0063259158488007
2016-06-20,1.2088997837952458,1.0121708288796043
2016-06-21,1.209151965900146,1.0149159459722095
2016-06-22,1.2026692389138567,1.013239724030707
2016-06-23,1.2214620417054223,1.0267806821494518
2016-06-24,1.1768994140091573,0.9898989408220783
2016-06-27,1.143303941742851,0.9719852298124582
2016-06-28,1.167376447291787,0.9892576037314166
2016-06-29,1.1923178772768908,1.006107278204257
2016-06-30,1.206275818199141,1.019755125838112
2016-07-01,1.2124132425194392,1.0217422990962985
2016-07-05,1.1960610545999164,1.0147458944708978
2016-07-06,1.2005918536610147,1.0201778252842297
2016-07-07,1.2041238912123697,1.0192886988630852
2016-07-08,1.227536806325961,1.0348362646973093
2016-07-11,1.2344261231287668,1.0383636186959486
2016-07-12,1.243481628453048,1.0456418229520947
2016-07-13,1.2345112287284628,1.0457827227674672
2016-07-14,1.238540941648914,1.051282674181324
2016-07-15,1.2385447537769474,1.0503060927023615
2016-07-18,1.2445951555169055,1.0528082790788071
2016-07-19,1.2371645375890237,1.0512972500242936
2016-07-20,1.2458593541150436,1.0557866096589257
2016-07-21,1.2359154001647392,1.0519725974152176
2016-07-22,1.2428752778238825,1.0567631911378879
2016-07-25,1.2390597877156484,1.0535807987561951
2016-07-26,1.2494036542109639,1.0539209017588187
2016-07-27,1.2457450088706559,1.052657662034788
2016-07-28,1.242145271074726,1.05434845981926
2016-07-29,1.2454602951158067,1.056068409289671
2016-08-01,1.2431472396729775,1.0547274317364692
2016-08-02,1.2250350088765887,1.048017685356137
2016-08-03,1.2378653167892302,1.0513021086386165
2016-08-04,1.2346140892429407,1.0515256048974835
2016-08-05,1.2441185693950567,1.0605723447672726
2016-08-08,1.2469774428254896,1.0596103391312799
2016-08-09,1.2477331127723592,1.0600233213487515
2016-08-10,1.2464498827857204,1.0569866873967546
2016-08-11,1.2543922992474372,1.0619910601496454
2016-08-12,1.253928214070223,1.0611456612574097
2016-08-15,1.2657576178562895,1.0641094159945585
2016-08-16,1.2521201532708015,1.0582790788067244
2016-08-17,1.246960761737381,1.0602565348362647
2016-08-18,1.2586186746622252,1.0625886697113984
2016-08-19,1.2586580201243835,1.061058206199592
2016-08-22,1.2595148957301237,1.0604605966378389
2016-08-23,1.264472628400959,1.06253036633952
2016-08-24,1.2524342755101514,1.0569623943251385
2016-08-25,1.2539277101642168,1.0555193858711496
2016-08-26,1.2520217489762864,1.053852881158294
2016-08-29,1.262206622367542,1.059362549800797
2016-08-30,1.260236309861458,1.0572927800991159
2016-08-31,1.2573681753155914,1.054780876494024
2016-09-01,1.2608497343589717,1.0547371489651154
2016-09-02,1.271949608647905,1.0591682052278693
2016-09-06,1.2715796013164495,1.062326304537946
2016-09-07,1.2629836346257937,1.0621708288796037
2016-09-08,1.2645094332042175,1.0598095423185312
2016-09-09,1.229732635413447,1.0338208143037608
2016-09-12,1.2435619493742713,1.0489942668350989
2016-09-13,1.2224652402585365,1.0334369837722284
2016-09-14,1.222732359393736,1.032829656981829
2016-09-15,1.233127250728724,1.0432708191623752
2016-09-16,1.221548814562739,1.039335341560587
2016-09-19,1.2110591840806613,1.0393159071032942
2016-09-20,1.2063068988921581,1.0396268584199788
2016-09-21,1.2236108637588698,1.0509765814789622
2016-09-22,1.2419597121140853,1.0578077932173744
2016-09-23,1.2359189275883324,1.0517393839277038
2016-09-26,1.2316851114250926,1.0427072199008842
2016-09-27,1.2348625858575188,1.0494266835098631
2016-09-28,1.2466959627347773,1.0549849382955983
2016-09-29,1.2352825741408868,1.0451511029054517
2016-09-30,1.2485921876676114,1.0534787678554078
2016-10-03,1.2447446128452682,1.050043727528909
2016-10-04,1.2441313179666609,1.044840151588767
2016-10-05,1.2504912890747908,1.0493295112233993
2016-10-06,1.2565670922620868,1.0498348071130117
2016-10-07,1.2469133593970168,1.0464192012438054
2016-10-10,1.2574043236399775,1.051238946652415
2016-10-11,1.236213800835036,1.038154698280051
2016-10-12,1.2397474268626965,1.0393450587892337
2016-10-13,1.2369636223550522,1.0361237974929556
2016-10-14,1.2320879162771283,1.0363327179088528
2016-10-17,1.23163998024335,1.0331843358274224
2016-10-18,1.2363639715091177,1.0395491205908078
2016-10-19,1.23835734153843,1.0418278107083865
2016-10-20,1.2331603487223917,1.040394519483044
2016-10-21,1.2307887411164278,1.0403070644252264
2016-10-24,1.2365939686924934,1.0452482751919157
2016-10-25,1.2237523617717472,1.0412787872898652
2016-10-26,1.2190651017209193,1.0394665241473133
2016-10-27,1.2088450700843985,1.0363618695947918
2016-10-28,1.2036381637784284,1.0331406082985135
2016-10-31,1.1992521053029328,1.0330142843261105
2016-11-01,1.1911414196689567,1.0260033038577399
2016-11-02,1.1668160512063992,1.0193081333203773
2016-11-03,1.151743654026081,1.0147993392284522
2016-11-04,1.1534736744476768,1.0131085414439804
2016-11-07,1.1803175848237706,1.0356233602176663
2016-11-08,1.1844203106352529,1.039529686133515
2016-11-09,1.2051231215900113,1.0510446020794872
2016-11-10,1.204547562516144,1.0530949373238754
2016-11-11,1.2194429395182371,1.0516227771839473
2016-11-14,1.2347849722234612,1.0515013118258674
2016-11-15,1.2364226073217548,1.0593674084151201
2016-11-16,1.2396863871283574,1.057691186473618
2016-11-17,1.2424666229391386,1.0626372558546304
2016-11-18,1.2415278297403731,1.0601010591779227
2016-11-21,1.2502447392235387,1.0680108832960842
2016-11-22,1.259646205431377,1.070323583713925
2016-11-23,1.2709736427163218,1.0711884170634538
2016-11-25,1.271883884278366,1.075381401224371
2016-11-28,1.2604322543117317,1.0697308327664952
2016-11-29,1.2620003313620864,1.0711592653775146
2016-11-30,1.2628711297479505,1.0683169759984457
2016-12-01,1.2557000466658936,1.064561267126616
2016-12-02,1.2564423513017107,1.064983966572734
2016-12-05,1.2738502782498529,1.071183558449131
2016-12-06,1.2778864654672384,1.0748372364201737
2016-12-07,1.2835492417694896,1.0889855213293176
2016-12-08,1.2896404441800466,1.0913370906617441
2016-12-09,1.291336545894073,1.0978184821688863
2016-12-12,1.2768335069408399,1.0965698182878252
2016-12-13,1.2812587399124111,1.103741133028861
2016-12-14,1.2666420538704621,1.0947818482168894
2016-12-15,1.26463098306694,1.0990331357496852
2016-12-16,1.265126766426903,1.0971091244777
2016-12-19,1.2717857881655437,1.099276066465845
2016-12-20,1.2737116617504283,1.1032747060538346
2016-12-21,1.266863675445366,1.1005635992614915
2016-12-22,1.2545400449503814,1.0985132640171034
2016-12-23,1.2618770396026733,1.0998882518705675
2016-12-27,1.26549273857188,1.102361286561074
2016-12-28,1.25031482844598,1.0931493538042962
2016-12-29,1.2527465061916052,1.0928286852589655
2016-12-30,1.2469814278401317,1.087761150519873
2017-01-03,1.2535455478756057,1.0969925177339437
2017-01-04,1.2770802908750487,1.1032698474395117
2017-01-05,1.268267211812085,1.1024195899329525
2017-01-06,1.2616543183590314,1.106296764162862
2017-01-09,1.258592311544045,1.1023710037897205
2017-01-10,1.2717322215380207,1.1023710037897205
2017-01-11,1.2821594391766817,1.1054902341852118
2017-01-12,1.2800781956227794,1.1031192303954924
2017-01-13,1.2850887362042405,1.1051598484112342
2017-01-17,1.2758987146359466,1.1018802837430774
2017-01-18,1.2813573078273326,1.1038237294723554
2017-01-19,1.2735545334622955,1.0998396657273355
2017-01-20,1.2846738974784888,1.10354192984161
2017-01-23,1.286815149555654,1.100573316490138
2017-01-24,1.3125539227820473,1.1077980759887291
2017-01-25,1.3228943794755337,1.1166893402001759
2017-01-26,1.316228862455186,1.1158682343795558
2017-01-27,1.3113633460869003,1.11490137012924
2017-01-30,1.3003872031749668,1.1082013409775542
2017-01-31,1.3107299621239412,1.1072150422699456
2017-02-01,1.3088233866689587,1.107545428043923
2017-02-02,1.3080809674107348,1.1081770479059383
2017-02-03,1.3233696589491273,1.1162277718394724
2017-02-06,1.317865891539922,1.1138664852783997
2017-02-07,1.3094874795602758,1.1141191332232057
2017-02-08,1.3100906650869988,1.1148916529005939
2017-02-09,1.3244366710016353,1.121305023807211
2017-02-10,1.328173993770978,1.1253036633952005
2017-02-13,1.336449515099861,1.1312068797978825
2017-02-14,1.339013854647609,1.1357399669614234
2017-02-15,1.3383366296553887,1.1414099698765923
2017-02-16,1.3329205572048044,1.1404236711689837
2017-02-17,1.3354761384713105,1.1423379652123227
2017-02-21,1.3438729944689893,1.149246914779906
2017-02-22,1.3392122849987993,1.148003109513168
2017-02-23,1.3357817042685183,1.1484841123311642
2017-02-24,1.3413134243183753,1.150199203187252
2017-02-27,1.3547469123153566,1.151370129239142
2017-02-28,1.335150492647823,1.14840151588767
2017-03-01,1.3563974447865865,1.1641045573802362
2017-03-02,1.3394961561222614,1.1572830628704704
2017-03-03,1.339750450772154,1.1578660965892538
2017-03-06,1.326150640052868,1.1540715188028385
2017-03-07,1.3131323375762487,1.1507093576911875
2017-03-08,1.3054514649776976,1.148080847342339
2017-03-09,1.3046993023664848,1.1489991254494227
2017-03-10,1.3096209852075646,1.1527548343212526
2017-03-13,1.3144167141798095,1.1531775337673706
2017-03-14,1.3085430133551161,1.149280925080168
2017-03-15,1.3244291102784367,1.1589058400544179
2017-03-16,1.3304854216471929,1.157020697697018
2017-03-17,1.3314474991374377,1.155499951413858
2017-03-20,1.3261565230567953,1.1531775337673706
2017-03-21,1.2999870633957251,1.1388689145855615
2017-03-22,1.3023225270958327,1.141021280730737
2017-03-23,1.3056295468292796,1.1398114857642614
2017-03-24,1.3048061104902249,1.1388494801282687
2017-03-27,1.3105646069983101,1.1376882713050251
2017-03-28,1.316658118094035,1.1459381984258104
2017-03-29,1.3209460488890992,1.1471820036925484
2017-03-30,1.3288641074190033,1.1505490234185225
2017-03-31,1.3303430704475316,1.1479545233699362
2017-04-03,1.331380630069001,1.1460693810125366
2017-04-04,1.3267526532179519,1.1467107181031981
