,portfolio,benchmark
2017-04-03,1.1064533447246891,1.1460693810125344
2017-04-04,1.0999465285159875,1.1467107181031961
2017-04-05,1.0986771086468685,1.1432076571761725
2017-04-06,1.1045878927325736,1.1454134680789028
2017-04-07,1.1030928476717885,1.14446603828588
2017-04-10,1.1063160169631223,1.1452531338062375
2017-04-11,1.1077258038358075,1.1436109221649977
2017-04-12,1.101301239971342,1.13931104848897
2017-04-13,1.0950806615895878,1.1315469828005043
2017-04-17,1.1061357868614836,1.1412933631328335
2017-04-18,1.1055837306509302,1.1379797881644143
2017-04-19,1.109048632331639,1.13602662520649
2017-04-20,1.1179807109000253,1.1446117967155756
2017-04-21,1.1142924260791853,1.141137887474491
2017-04-24,1.1250694555465828,1.1535079195413456
2017-04-25,1.1315608163572508,1.1605334758526855
2017-04-26,1.1290492464555673,1.1599698765911948
2017-04-27,1.131305952113831,1.1606112136818565
2017-04-28,1.1239419543433824,1.1583908269361562
2017-05-01,1.1248371836123416,1.160397434651636
2017-05-02,1.1291667487350063,1.1617772811194236
2017-05-03,1.1230883731189327,1.1603002623651724
2017-05-04,1.1289041493034737,1.1609756097560964
2017-05-05,1.138547368256705,1.165722475949858
2017-05-08,1.1344532584477234,1.1657662034787668
2017-05-09,1.1337171971953244,1.1645709843552607
2017-05-10,1.1406590878194878,1.1658876688368467
2017-05-11,1.1336977060221445,1.1633660480031085
2017-05-12,1.1269458800492211,1.1616460985326973
2017-05-15,1.1349148524873387,1.1671946360897862
2017-05-16,1.1306128383534566,1.166392964726459
2017-05-17,1.1161333605988637,1.145189971820036
2017-05-18,1.1206175848384965,1.1494121076668922
2017-05-19,1.1234130434354488,1.1571907491983275
2017-05-22,1.1309527587734642,1.163161986201534
2017-05-23,1.1327134785869057,1.16529977650374
2017-05-24,1.136071176062572,1.1682003692546874
2017-05-25,1.143917417329494,1.1733893693518598
2017-05-26,1.1435543192011723,1.1737537654260994
2017-05-30,1.1398392343130848,1.1723399086580495
2017-05-31,1.1410147154214,1.1718006024681749
2017-06-01,1.15210957008163,1.180672432222329
2017-06-02,1.1588153293683496,1.1850500437275278
2017-06-05,1.1552736805032537,1.1836070352735388
2017-06-06,1.1504280977755164,1.180317753376736
2017-06-07,1.157962920773516,1.1821688854338732
2017-06-08,1.1545145949514797,1.1824846953648809
2017-06-09,1.1544321878433619,1.1815032552715954
2017-06-12,1.1556310204003095,1.180346905062675
2017-06-13,1.1626694478758106,1.1856719463608967
2017-06-14,1.160798467006085,1.1844913030803603
2017-06-15,1.1598374769273871,1.1818384996598958
2017-06-16,1.1574079365424739,1.1821737440481963
2017-06-19,1.1640370718205486,1.1920415897386054
2017-06-20,1.1541587244732203,1.184058886405596
2017-06-21,1.1508770291606558,1.1833689631717021
2017-06-22,1.1516712463034489,1.1828296569818275
2017-06-23,1.1549201253209485,1.1846759304246417
2017-06-26,1.1562072477866256,1.1850500437275278
2017-06-27,1.1445693837303674,1.1754834321251568
2017-06-28,1.1542724057600744,1.1858371392478855
2017-06-29,1.1457446652058199,1.175638907783499
2017-06-30,1.1486102850490894,1.1774414536974045
2017-07-03,1.1515811739242252,1.1801622777183938
2017-07-05,1.1494657010537401,1.1818773685744817
2017-07-06,1.1337797427335594,1.17080458653192
2017-07-07,1.1439979078094977,1.17830142843261
2017-07-10,1.1397876710153738,1.179394616655329
2017-07-11,1.1377652262319315,1.1784714799339222
2017-07-12,1.1502063198809445,1.1870809445146235
2017-07-13,1.1530951279743593,1.1893061898746469
2017-07-14,1.1594195738305895,1.1948644446603818
2017-07-17,1.1613839310383995,1.19480128267418
2017-07-18,1.1604826595195614,1.19551549897969
2017-07-19,1.1658920494481728,1.2019385871149537
2017-07-20,1.1663844770675975,1.2017539597706723
2017-07-21,1.1683092372207249,1.2013118258672617
2017-07-24,1.1651343937326188,1.2000340103002614
2017-07-25,1.1669360450370565,1.2035419298416083
2017-07-26,1.1663224749921506,1.203882032844232
2017-07-27,1.1648444282833317,1.202711106792342
2017-07-28,1.1637199034234627,1.2010980468370411
2017-07-31,1.1656296443883036,1.2002234962588663
2017-08-01,1.1656730736941032,1.2031629579243992
2017-08-02,1.1663782986370137,1.203755708871829
2017-08-03,1.157841967188223,1.2011271985229803
2017-08-04,1.160265296318845,1.2033961714119126
2017-08-07,1.1626599419080452,1.2053784860557761
2017-08-08,1.1600160701547602,1.2024681760761826
2017-08-09,1.15764949006585,1.2020309007870948
2017-08-10,1.1388140263984878,1.1846322028957335
2017-08-11,1.1404977333712498,1.1861432319502472
2017-08-14,1.1524122637053764,1.1980565542707216
2017-08-15,1.1428673568620649,1.1974589447089685
2017-08-16,1.148876387172618,1.1991594597220867
2017-08-17,1.1337163141034727,1.1806481391507138
2017-08-18,1.1234137459596953,1.1784811971625686
2017-08-21,1.1243199418853531,1.1798513264017094
2017-08-22,1.1322856861160602,1.1915800213779024
2017-08-23,1.1259839757277008,1.187464775046156
2017-08-24,1.1220212980909263,1.185001457584296
2017-08-25,1.125321883772844,1.1869837722281598
2017-08-28,1.1216264945569245,1.18756194733262
2017-08-29,1.1208782557158607,1.1885628218831985
2017-08-30,1.1264455894109286,1.1940481974540857
2017-08-31,1.132642409071052,1.200879409192498
2017-09-01,1.1293987681380393,1.2032601302108636
2017-09-05,1.1251026516572198,1.1941745214264887
2017-09-06,1.1276210071724204,1.1979107958410258
2017-09-07,1.1286823840332434,1.1976970168108052
2017-09-08,1.130271302050027,1.1959139053541925
2017-09-11,1.1426974767066087,1.208876688368477
2017-09-12,1.1433785101196101,1.212943348556991
2017-09-13,1.143678103368014,1.213861626664075
2017-09-14,1.1472743767059486,1.2125255077251962
2017-09-15,1.1438733919958424,1.2147653289281892
2017-09-18,1.1414306602479791,1.2165338645418324
2017-09-19,1.1289825320714184,1.2178845593236807
2017-09-20,1.1296068678762807,1.2186570790010685
2017-09-21,1.1250683516251954,1.2149450976581475
2017-09-22,1.127839902833933,1.215732193178505
2017-09-25,1.1278542917686651,1.2130308036148088
2017-09-26,1.1286651083837587,1.2131182586726266
2017-09-27,1.1343252877018104,1.2180740452822854
2017-09-28,1.1363832999520647,1.2195413468078902
2017-09-29,1.1433676729799562,1.2240598581284614
2017-10-02,1.1474981191821196,1.2288018657078996
2017-10-03,1.1500269072437044,1.2314546691283643
2017-10-04,1.1511956623778272,1.2329899912544937
2017-10-05,1.153679465328953,1.2399523855796326
2017-10-06,1.152724339487183,1.238621125255077
2017-10-09,1.1469288956991137,1.2363861626664072
2017-10-10,1.1512107492472015,1.2392576037314154
2017-10-11,1.1494981189520745,1.241492566320085
2017-10-12,1.1465591026923134,1.2393985035467883
2017-10-13,1.1455957248168054,1.2404868331551842
2017-10-16,1.1443379412988832,1.2426586337576522
2017-10-17,1.145101553075656,1.243494315421242
2017-10-18,1.1431494777031037,1.244417452142649
2017-10-19,1.1409521549807446,1.244825575745797
2017-10-20,1.1507891881734686,1.2511952191235058
2017-10-23,1.146026179727099,1.2462248566708773
2017-10-24,1.1426218585879628,1.2482411816150032
2017-10-25,1.135046361277833,1.2424205616558155
2017-10-26,1.134813064906243,1.243999611310854
2017-10-27,1.1376445124875108,1.2540423671168983
2017-10-30,1.1352575584092022,1.2500388689145856
2017-10-31,1.135526114424025,1.2512195121951222
2017-11-01,1.1300747294683888,1.2532115440676324
2017-11-02,1.1255234063393669,1.2534496161694688
2017-11-03,1.1265122314551508,1.2573316490137014
2017-11-06,1.1308930052097286,1.2589301331260325
2017-11-07,1.1266294523080684,1.2586920610241958
2017-11-08,1.1265818346998213,1.2605091827810708
2017-11-09,1.1275851117287214,1.2557671752016324
2017-11-10,1.1268498368941087,1.2546399766786513
2017-11-13,1.1323953812413798,1.2558740647167428
2017-11-14,1.1386063238687172,1.2529734719657952
2017-11-15,1.1309434153967783,1.2460499465552421
2017-11-16,1.1445564994532058,1.256262753862598
2017-11-17,1.1525824542663117,1.2529637547371486
2017-11-20,1.1541612028439723,1.25456223884948
2017-11-21,1.1589302805201673,1.2627684384413562
2017-11-22,1.1576176006353034,1.2618210086483328
2017-11-24,1.1584452952267705,1.2644155086969193
2017-11-27,1.157388587638773,1.2639296472645996
2017-11-28,1.1699858041314202,1.2763774171606252
2017-11-29,1.1790957223745493,1.2759061315712754
2017-11-30,1.1873280826735488,1.2863570109804676
2017-12-01,1.180195203767325,1.2837527937032351
2017-12-04,1.1795483888957559,1.2824020989213871
2017-12-05,1.1729385383869948,1.2776066465843936
2017-12-06,1.16934033958778,1.2774608881546978
2017-12-07,1.1767976070271315,1.281206879797881
2017-12-08,1.1854700185811011,1.2882615877951604
2017-12-11,1.187531985900677,1.292386551355553
2017-12-12,1.1871805749405502,1.2943883004567094
2017-12-13,1.1858597468826353,1.2937761150519866
2017-12-14,1.1790569472074361,1.2885093771256435
2017-12-15,1.1923895949278167,1.3000728792148477
2017-12-18,1.2029834482141986,1.3070449907686323
2017-12-19,1.195217398616795,1.302822854921776
2017-12-20,1.1935153690356064,1.3017442425420267
2017-12-21,1.1987931869188115,1.3043290253619662
2017-12-22,1.2005545738835515,1.3037314158002131
2017-12-26,1.2033666640906053,1.302351569332426
2017-12-27,1.203706824440148,1.3033815955689434
2017-12-28,1.2066841529160064,1.3057720338159553
2017-12-29,1.1987770720283013,1.2990039840637444
2018-01-02,1.2104521996303883,1.3097901078612375
2018-01-03,1.2215317841118678,1.3181712175687488
2018-01-04,1.2233290028588033,1.323481683024001
2018-01-05,1.2319624680097725,1.3327907880672425
2018-01-08,1.2369132218592347,1.3350063161986194
2018-01-09,1.23024465646075,1.3367457001263232
2018-01-10,1.2258694199846463,1.3352589641434254
2018-01-11,1.233133800232239,1.3446506656301613
2018-01-12,1.2384428577529447,1.3537265571858894
2018-01-16,1.2306882990081551,1.348955397920512
2018-01-17,1.240669602907405,1.3616558157613439
2018-01-18,1.2371604762515644,1.3594548634729366
2018-01-19,1.2495319384699646,1.3654163832474973
2018-01-22,1.2551478101106708,1.37643086191818
2018-01-23,1.2630867969102542,1.3794237683412685
2018-01-24,1.2631996746183094,1.3786512486638804
2018-01-25,1.262892317701177,1.3794820717131469
2018-01-26,1.2754155837832386,1.3958167330677282
2018-01-29,1.2655058881659242,1.3864201729666692
2018-01-30,1.252382594626701,1.3713098824215326
2018-01-31,1.256657154368549,1.3719803711981333
2018-02-01,1.2461329113584283,1.3710912447769887
2018-02-02,1.2228657877705915,1.3420124380526668
2018-02-05,1.1780197339804879,1.2870177825284224
2018-02-06,1.1858357709292495,1.3094645807015834
2018-02-07,1.1810765783560087,1.3029151685939167
2018-02-08,1.1810765783560087,1.2540083568166356
2018-02-09,1.1810765783560087,1.2727383150325524
2018-02-12,1.1810765783560087,1.2904479642405982
2018-02-13,1.1810765783560087,1.2938198425808956
2018-02-14,1.1810765783560087,1.3111602371003785
2018-02-15,1.1810765783560087,1.3269847439510247
2018-02-16,1.1810765783560087,1.3274803226119904
2018-02-20,1.1810765783560087,1.3197259741521714
2018-02-21,1.1810765783560087,1.312472062967641
2018-02-22,1.1810765783560087,1.3137498785346413
2018-02-23,1.1810765783560087,1.3348071130113686
2018-02-26,1.1810765783560087,1.3505004372752885
2018-02-27,1.1810765783560087,1.3333398114857637
2018-02-28,1.1810765783560087,1.3185453308716348
2018-03-01,1.1810765783560087,1.3009765814789618
2018-03-02,1.1810765783560087,1.3075745797298606
2018-03-05,1.1810765783560087,1.3219998056554265
2018-03-06,1.1810765783560087,1.3254882907394805
2018-03-07,1.1810765783560087,1.3248469536488188
2018-03-08,1.1810765783560087,1.330759887280147
2018-03-09,1.1810765783560087,1.3538868914585556
2018-03-12,1.1810765783560087,1.3521620833738213
2018-03-13,1.1810765783560087,1.3435574774074428
2018-03-14,1.1810765783560087,1.335866290933825
2018-03-15,1.1810765783560087,1.3348216888543383
2018-03-16,1.1810765783560087,1.3370955203575936
2018-03-19,1.1810765783560087,1.3181031969682244
2018-03-20,1.1810765783560087,1.3200563599261488
2018-03-21,1.1810765783560087,1.317622194150228
2018-03-22,1.1810765783560087,1.2844670100087454
2018-03-23,1.1810765783560087,1.2575357108152754
2018-03-26,1.1810765783560087,1.2916869108930131
2018-03-27,1.1810765783560087,1.2693712953065783
2018-03-28,1.1810765783560087,1.2656690311923038
2018-03-29,1.1810765783560087,1.2830968807696044
2018-04-02,1.1810765783560087,1.254435914877077
2018-04-03,1.1810765783560087,1.2702604217277231
2018-04-04,1.1810765783560087,1.284952871441065
2018-04-05,1.1810765783560087,1.293771256437664
2018-04-06,1.1810765783560087,1.2654115246331747
2018-04-09,1.1810765783560087,1.2696336604800311
2018-04-10,1.1810765783560087,1.2908706636867169
2018-04-11,1.1810765783560087,1.2837382178602665
2018-04-12,1.1810765783560087,1.2943299970848317
2018-04-13,1.1810765783560087,1.2905937226702946
2018-04-16,1.1810765783560087,1.3010591779224565
2018-04-17,1.1810765783560087,1.3149305218151783
2018-04-18,1.1810765783560087,1.316023710037897
2018-04-19,1.1810765783560087,1.3084879992226217
2018-04-20,1.1810765783560087,1.2973180448935964
2018-04-23,1.1810765783560087,1.2973909241084445
2018-04-24,1.1810765783560087,1.2800310951316687
2018-04-25,1.1810765783560087,1.282382664464095
2018-04-26,1.1810765783560087,1.2957632883101742
2018-04-27,1.1810765783560087,1.2972062967641629
2018-04-30,1.1810765783560087,1.2865853658536586
2018-05-01,1.1810765783560087,1.2898649305218153
2018-05-02,1.1810765783560087,1.280570401321543
2018-05-03,1.1810765783560087,1.2776843844135652
2018-05-04,1.1810765783560087,1.294053056068409
2018-05-07,1.1810765783560087,1.298527839860072
2018-05-08,1.1810765783560087,1.2981828782431248
2018-05-09,1.1810765783560087,1.3107521134972302
2018-05-10,1.1810765783560087,1.3230346905062673
2018-05-11,1.1810765783560087,1.325293946166553
2018-05-14,1.1810765783560087,1.3264648722184433
2018-05-15,1.1810765783560087,1.3173889806627148
2018-05-16,1.1810765783560087,1.3227383150325527
2018-05-17,1.1810765783560087,1.3216062578952485
2018-05-18,1.1810765783560087,1.3181274900398405
2018-05-21,1.1810765783560087,1.3278641531435236
2018-05-22,1.1810765783560087,1.3237003206685454
2018-05-23,1.1810765783560087,1.328000194344573
2018-05-24,1.1810765783560087,1.3253133806238462
2018-05-25,1.1810765783560087,1.3221892916140316
2018-05-29,1.1810765783560087,1.306899232338937
2018-05-30,1.1810765783560087,1.323491400252648
2018-05-31,1.1810765783560087,1.3143863570109806
2018-06-01,1.1810765783560087,1.328646390049558
2018-06-04,1.1810765783560087,1.3345981925954722
2018-06-05,1.1810765783560087,1.3355359051598488
2018-06-06,1.1810765783560087,1.3469779418909733
2018-06-07,1.1810765783560087,1.3460159362549806
2018-06-08,1.1810765783560087,1.3502234962588677
2018-06-11,1.1810765783560087,1.3516665047128564
2018-06-12,1.1810765783560087,1.354022932659606
2018-06-13,1.1810765783560087,1.348571567388981
2018-06-14,1.1810765783560087,1.351904576814693
2018-06-15,1.1810765783560087,1.3505295889612288
2018-06-18,1.1810765783560087,1.3476581478962204
2018-06-19,1.1810765783560087,1.3422359343115349
2018-06-20,1.1810765783560087,1.3445340588864063
2018-06-21,1.1810765783560087,1.3360023321348757
2018-06-22,1.1810765783560087,1.3384899426683516
2018-06-25,1.1810765783560087,1.3201195219123512
2018-06-26,1.1810765783560087,1.323029831891945
2018-06-27,1.1810765783560087,1.3116460985326992
2018-06-28,1.1810765783560087,1.3197502672237882
2018-06-29,1.1810765783560087,1.3207511417743665
2018-07-02,1.1810765783560087,1.324803226119911
2018-07-03,1.1810765783560087,1.3182489553979209
2018-07-05,1.1810765783560087,1.329613254299874
2018-07-06,1.1810765783560087,1.34089009814401
2018-07-09,1.1810765783560087,1.35272082402099
2018-07-10,1.1810765783560087,1.3574191040715196
2018-07-11,1.1810765783560087,1.347789330482947
2018-07-12,1.1810765783560087,1.3595811874453414
2018-07-13,1.1810765783560087,1.361048488970946
2018-07-16,1.1810765783560087,1.3596492080458658
2018-07-17,1.1810765783560087,1.3650519871732592
2018-07-18,1.1810765783560087,1.3680011660674383
2018-07-19,1.1810765783560087,1.3625935283257218
2018-07-20,1.1810765783560087,1.3613011369157522
2018-07-23,1.1810765783560087,1.3638033232921973
2018-07-24,1.1810765783560087,1.3703235837139254
2018-07-25,1.1810765783560087,1.382795646681567
2018-07-26,1.1810765783560087,1.3786026625206498
2018-07-27,1.1810765783560087,1.3695559226508605
2018-07-30,1.1810765783560087,1.361675250218638
2018-07-31,1.1810765783560087,1.368326693227092
2018-08-01,1.1810765783560087,1.366903119230396
2018-08-02,1.1810765783560087,1.3736371586823442
2018-08-03,1.1810765783560087,1.380016519288699
2018-08-06,1.1810765783560087,1.3848994266835102
2018-08-07,1.1810765783560087,1.388810611213682
2018-08-08,1.1810765783560087,1.3884462151394423
2018-08-09,1.1810765783560087,1.3864444660382862
2018-08-10,1.1810765783560087,1.3765814789622004
2018-08-13,1.1810765783560087,1.3710669517053737
2018-08-14,1.1810765783560087,1.3798270333300946
2018-08-15,1.1810765783560087,1.3693372850063166
2018-08-16,1.1810765783560087,1.380181712175688
2018-08-17,1.1810765783560087,1.3847682440967841
2018-08-20,1.1810765783560087,1.388130405208435
2018-08-21,1.1810765783560087,1.391001846273443
2018-08-22,1.1810765783560087,1.390447964240599
2018-08-23,1.1810765783560087,1.3880963949081724
2018-08-24,1.1810765783560087,1.396701000874551
2018-08-27,1.1810765783560087,1.407414245457196
2018-08-28,1.1810765783560087,1.4077932173744057
2018-08-29,1.1810765783560087,1.415819648236324
2018-08-30,1.1810765783560087,1.4095471771450792
2018-08-31,1.1810765783560087,1.4097366631036838
2018-09-04,1.1810765783560087,1.4074045282285501
2018-09-05,1.1810765783560087,1.403459333398116
2018-09-06,1.1810765783560087,1.3983334952871451
2018-09-07,1.1810765783560087,1.39523855796327
2018-09-10,1.1810765783560087,1.3978865027694116
2018-09-11,1.1810765783560087,1.4031143717811694
2018-09-12,1.1810765783560087,1.4036148090564584
2018-09-13,1.1810765783560087,1.4110290545136541
2018-09-14,1.1810765783560087,1.4114177436595094
2018-09-17,1.1810765783560087,1.4035565056845798
2018-09-18,1.1810765783560087,1.4110922164998554
2018-09-19,1.1810765783560087,1.4128607521134982
2018-09-20,1.1810765783560087,1.423938392770383
2018-09-21,1.1810765783560087,1.4234136624234779
2018-09-24,1.1810765783560087,1.418409289670587
2018-09-25,1.1810765783560087,1.4165581576134496
2018-09-26,1.1810765783560087,1.4118987464775055
2018-09-27,1.1810765783560087,1.4158002137790309
2018-09-28,1.1810765783560087,1.4157904965503847
2018-10-01,1.1810765783560087,1.4209454863472946
2018-10-02,1.1810765783560087,1.4203818870858036
2018-10-03,1.1810765783560087,1.4213924788650285
2018-10-04,1.1810765783560087,1.4097803906325923
2018-10-05,1.1810765783560087,1.4019871732581877
2018-10-08,1.1810765783560087,1.4014332912253433
2018-10-09,1.1810765783560087,1.3994461179671567
2018-10-10,1.1810765783560087,1.3534544747837924
2018-10-11,1.1810765783560087,1.3256097560975617
2018-10-12,1.1810765783560087,1.3444417452142658
2018-10-15,1.1810765783560087,1.3365027694101652
2018-10-16,1.1810765783560087,1.3652317559032174
2018-10-17,1.1810765783560087,1.3648867942862706
2018-10-18,1.1810765783560087,1.3452434165775933
2018-10-19,1.1810765783560087,1.3447575551452735
2018-10-22,1.1810765783560087,1.3389758041006714
2018-10-23,1.1810765783560087,1.3315955689437382
2018-10-24,1.1810765783560087,1.2904965503838315
2018-10-25,1.1810765783560087,1.3145321154406773
2018-10-26,1.1810765783560087,1.291754931493539
2018-10-29,1.1810765783560087,1.2832815081138869
2018-10-30,1.1810765783560087,1.3033864541832683
2018-10-31,1.1810765783560087,1.3175298804780886
2018-11-01,1.1810765783560087,1.3314400932853958
2018-11-02,1.1810765783560087,1.3230298318919451
2018-11-05,1.1810765783560087,1.3304392187348177
2018-11-06,1.1810765783560087,1.3387668836847737
2018-11-07,1.1810765783560087,1.3671606257895257
2018-11-08,1.1810765783560087,1.36373044407735
2018-11-09,1.1810765783560087,1.3511855018948604
2018-11-12,1.1810765783560087,1.3245651540180745
2018-11-13,1.1810765783560087,1.3226022738315037
2018-11-14,1.1810765783560087,1.3125935283257222
2018-11-15,1.1810765783560087,1.3264988825187063
2018-11-16,1.1810765783560087,1.3294480614128856
2018-11-19,1.1810765783560087,1.3073219317850553
2018-11-20,1.1810765783560087,1.2835924594305708
2018-11-21,1.1810765783560087,1.2874987853464197
2018-11-23,1.1810765783560087,1.2790593722670298
2018-11-26,1.1810765783560087,1.2989262462345743
2018-11-27,1.1810765783560087,1.3031629579244004
2018-11-28,1.1810765783560087,1.3331017393839284
2018-11-29,1.1810765783560087,1.3301914294043347
2018-11-30,1.1810765783560087,1.3410601496453218
2018-12-03,1.1810765783560087,1.3557331649013706
2018-12-04,1.1810765783560087,1.3118550189485962
2018-12-06,1.1810765783560087,1.3098581284617632
2018-12-07,1.1810765783560087,1.2793120202118362
2018-12-10,1.1810765783560087,1.2815664172577987
2018-12-11,1.1810765783560087,1.2811097075114184
2018-12-12,1.1810765783560087,1.288052667379264
2018-12-13,1.1810765783560087,1.2877951608201346
2018-12-14,1.1810765783560087,1.263215430959091
2018-12-17,1.1810765783560087,1.2369740549995147
2018-12-18,1.1810765783560087,1.237080944514625
2018-12-19,1.1810765783560087,1.2180351763677004
2018-12-20,1.1810765783560087,1.1988242153337874
2018-12-21,1.1810765783560087,1.1741424545719565
